tourist_id,gender,age,age_group,source_province,attraction_name,attraction_category,attraction_level,city,province,ticket_price,visit_date,visit_duration_hours,spend_amount,other_spend,rating,is_group_tour,group_fee,trip_days,main_spots,transport_mode,season,is_holiday,recommendation_level,satisfaction_level
9312,Male,60,56+,Guangdong,Du Fu Cao Tang,Historical Culture,4A,Cheng Du Shi,Sichuan,60,2022/6/23,6.6,60,0,4.4,No,,,,,Summer,No,Recommend,Satisfied
1692,Male,58,56+,Chongqing,Tang Shan Nan Hu,Cheng Shi Gong Yuan,4A,Tang Shan Shi,Hebei,0,2024/12/11,6,0,0,3.9,No,,,,,Winter,No,Recommend,Satisfied
2144,Female,54,46-55,Sichuan,Tai Hang Shan Da Xia Gu,Natural Scenery,5A,Zhang Zhi Shi,Shanxi,140,2024/9/20,2.4,349.12,209.12,5,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
2348,Male,18,18-25,Yunnan,Tang Shan Nan Hu,Cheng Shi Gong Yuan,4A,Tang Shan Shi,Hebei,0,2022/9/5,5.4,91.35,91.35,4.4,No,,,,,Autumn,No,Recommend,Satisfied
7710,Male,45,36-45,Jilin,Yan Bian Chao Xian Zu Min Su Yuan,Min Su Wen Hua,4A,Yan Bian Zhou,Jilin,30,2023/6/22,5.7,243.59,213.59,4.2,No,,,,,Summer,No,Recommend,Satisfied
2455,Female,45,36-45,Shandong,Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Ri Zhao Shi,Shandong,60,2024/9/9,4.9,60,0,4.6,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
5431,Female,61,56+,Hainan,Shen Zhen Shi Jie Zhi Chuang,Theme Park,5A,Shen Zhen Shi,Guangdong,220,2024/3/9,6.4,341.1,121.1,4.4,No,,,,,Chun Ji,Yes,Recommend,Satisfied
2870,Female,62,56+,Shanghai,Su Zhou Hu Qiu,Historical Culture,5A,Su Zhou Shi,Jiangsu,80,2023/12/21,3.7,227.1,147.1,4.3,No,,,,,Winter,No,Recommend,Satisfied
2290,Male,20,18-25,Anhui,Yong He Gong,Religious Culture,4A,Beijing,Beijing,25,2023/10/16,3.9,443.53,418.53,4.5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
4288,Female,63,56+,Yunnan,Cha Ya Shan,Natural Scenery,5A,Zhu Ma Dian Shi,Henan,70,2022/10/1,7.9,70,0,4.3,Yes,3711,4,"Qu Fu San Kong ,  Lu Gu Hu ( Yun Nan Bu Fen ),  Jin Shi Tan",Kong Tiao Da Ba,Autumn,Yes,Recommend,Satisfied
4248,Male,25,18-25,Guizhou,Xi Qiao Shan,Natural Culture,5A,Fo Shan Shi,Guangdong,55,2023/1/21,3.8,55,0,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
2400,Female,25,18-25,Yunnan,Wu Song Dao,Zi Ran Qi Guan,4A,Ji Lin Shi,Jilin,60,2024/5/12,4.2,253.96,193.96,3.9,No,,,,,Chun Ji,Yes,Recommend,Satisfied
1479,Female,24,18-25,Anhui,Jin Shi Tan,Natural Scenery,5A,Da Lian Shi,Liaoning,120,2022/7/3,6.6,529.8,409.8,5,No,,,,,Summer,Yes,Highly Recommend,Very Satisfied
2497,Female,51,46-55,Taiwan,Xian Ning Jiu Gong Shan,Natural Scenery,4A,Xian Ning Shi,Hubei,60,2025/3/9,7.9,325.11,265.11,4.2,No,,,,,Chun Ji,Yes,Recommend,Satisfied
2666,Female,43,36-45,Macau,Zhao Qing Xing Hu,Natural Scenery,5A,Zhao Qing Shi,Guangdong,78,2024/7/5,4.5,482.59,404.59,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
9777,Male,49,46-55,Inner Mongolia,Bei Hai Gong Yuan,Cheng Shi Gong Yuan,4A,Beijing,Beijing,10,2025/4/11,3.1,133,123,4.8,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
3329,Male,31,26-35,Hong Kong,He Gang Luo Bei Ming Shan Dao,Natural Scenery,4A,He Gang Shi,Heilongjiang,50,2023/12/30,7.1,182.37,132.37,4.1,Yes,1346,3,"Nan Chang Ba Yi Qi Yi Ji Nian Guan ,  Wu Zhen ,  Nan Shan Wen Hua Lv You Qu ,  Lang Ya Shan ,  Wa Huang Gong",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
821,Male,20,18-25,Hubei,Jia Mu Si Tong Jiang San Jiang Kou,Natural Scenery,4A,Jia Mu Si Shi,Heilongjiang,30,2024/10/5,6.6,30,0,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
5344,Female,45,36-45,Jiangxi,Mao Shan,Religious Culture,5A,Zhen Jiang Shi,Jiangsu,120,2023/10/29,7.1,120,0,4.4,No,,,,,Autumn,Yes,Recommend,Satisfied
5764,Male,26,26-35,Hainan,Wan Nian Bing Dong,Zi Ran Qi Guan,4A,Xin Zhou Shi,Shanxi,120,2022/6/30,2.1,120,0,4.1,Yes,1785,5,"Qian Jiang Cao Yu Gong Yuan ,  Lu Ya Shan ,  Lang Fang Tian Xia Di Yi Cheng ,  Hua Shan Mi Ku",Gao Tie + Da Ba,Summer,No,Recommend,Satisfied
7310,Male,31,26-35,Qinghai,Chang Bai Shan,Natural Scenery,5A,Yan Bian Zhou,Jilin,125,2022/9/6,2.5,240.86,115.86,4.8,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
4746,Male,64,56+,Liaoning,Hua Shan,Natural Scenery,5A,Wei Nan Shi,Shaanxi,160,2025/3/4,7.5,632.68,472.68,4.7,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
47,Female,64,56+,Guangxi,Tai Hang Shan Da Xia Gu,Natural Scenery,5A,Zhang Zhi Shi,Shanxi,140,2023/8/12,3.2,143.94,3.94,5,No,,,,,Summer,Yes,Highly Recommend,Very Satisfied
8449,Male,31,26-35,Tianjin,Da Qing Tie Ren Ji Nian Guan,Revolutionary Site,4A,Da Qing Shi,Heilongjiang,0,2022/5/25,5.4,55.19,55.19,4.1,No,,,,,Chun Ji,No,Recommend,Satisfied
9620,Female,18,18-25,Hebei,Qu Fu San Kong,Historical Culture,5A,Ji Ning Shi,Shandong,140,2022/7/1,3.2,379.09,239.09,4.1,Yes,7228,2,"Qi Kou Gu Zhen ,  Wu Xi Ying Shi Ji Di ,  Yi Meng Shan ,  Gui Lin Xiang Bi Shan ,  Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan",Gao Tie + Da Ba,Summer,No,Recommend,Satisfied
1751,Male,27,26-35,Hainan,Da Lian Sen Lin Dong Wu Yuan,Zoo,4A,Da Lian Shi,Liaoning,120,2024/9/25,1.8,506.2,386.2,3.9,Yes,2309,4,"Teng Chong Re Hai ,  Zhou Shan Zhu Jia Jian ,  Jian Shui Gu Cheng ,  De Zhou Tai Yang Gu",Kong Tiao Da Ba,Autumn,No,Recommend,Satisfied
5326,Female,45,36-45,Taiwan,He Shun Gu Zhen,Ancient Town,4A,Bao Shan Shi,Yunnan,55,2023/3/17,3.2,319.25,264.25,4.6,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
2153,Male,40,36-45,Tibet,Chong Sheng Si San Ta,Religious Culture,5A,Da Li Zhou,Yunnan,75,2022/7/1,2.9,350.42,275.42,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
4999,Male,53,46-55,Shaanxi,Xia Men Yuan Lin Zhi Wu Yuan,Botanical Garden,4A,Xia Men Shi,Fujian,40,2024/3/2,5.8,170.46,130.46,4.2,No,,,,,Chun Ji,Yes,Recommend,Satisfied
4903,Female,64,56+,Hubei,Long Ting Gong Yuan,Historical Culture,4A,Kai Feng Shi,Henan,50,2023/6/12,5.4,50,0,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
6639,Male,27,26-35,Guizhou,Wan Nian Bing Dong,Zi Ran Qi Guan,4A,Xin Zhou Shi,Shanxi,120,2025/1/14,6.3,120,0,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
9261,Male,61,56+,Zhejiang,Gu Lang Yu,Historical Culture,5A,Xia Men Shi,Fujian,90,2024/4/12,5.7,343.82,253.82,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
6927,Female,69,56+,Chongqing,Wai Tan,Urban Landscape,4A,Shanghai,Shanghai,0,2024/2/12,2.9,448.66,448.66,4.1,Yes,1018,2,"Ji Xi Xing Kai Hu ,  Chao Zhou Guang Ji Qiao ,  Bai Yun Shan",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
1548,Male,56,56+,Guangdong,Quan Zhou Qing Jing Tao Yuan,Natural Scenery,4A,Quan Zhou Shi,Fujian,50,2024/5/19,1.5,180.55,130.55,4.6,Yes,706,4,"Su Zhou Hu Qiu ,  Jin Shan Ling Chang Cheng ,  Qing Dong Ling ,  Tian Men Shan ,  Lang Shan",Gao Tie + Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
1204,Male,31,26-35,Chongqing,Bai Yang Dian,Natural Scenery,5A,Bao Ding Shi,Hebei,185,2024/2/8,1.8,267.49,82.49,4.5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
5633,Female,59,56+,Inner Mongolia,Kun Ming Shi Bo Yuan,Theme Park,5A,Kun Ming Shi,Yunnan,100,2023/1/23,7.2,279.38,179.38,4.3,No,,,,,Winter,Yes,Recommend,Satisfied
3858,Female,61,56+,Shanxi,Ming Huang Ling,Historical Site,4A,Chu Zhou Shi,Anhui,70,2022/5/27,5.6,283.12,213.12,3.8,No,,,,,Chun Ji,No,Recommend,Satisfied
3452,Male,27,26-35,Sichuan,Mu Lan Wen Hua Sheng Tai Lv You Qu,Natural Culture,5A,Wu Han Shi,Hubei,80,2023/9/20,2.5,418.66,338.66,4.6,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
9688,Male,21,18-25,Sichuan,Qi Tai He Bo Li Xi Da Quan,Natural Scenery,4A,Qi Tai He Shi,Heilongjiang,30,2022/11/7,3.9,30,0,4.2,Yes,6281,4,"Tai Bai Shan ,  Xing Tai Da Xia Gu ,  Yuan Ming Yuan Yi Zhi Gong Yuan ,  Nan Tong Lang Shan ,  Fu Rong Zhen ,  Yan Di Ling",Fei Ji + Da Ba,Autumn,No,Recommend,Satisfied
4020,Female,23,18-25,Tibet,Qing Ming Shang He Yuan,Theme Park,5A,Kai Feng Shi,Henan,120,2024/2/17,6,557.85,437.85,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
8938,Male,53,46-55,Guangxi,Lu Shui He Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Bai Shan Shi,Jilin,60,2025/3/28,5.9,60,0,4.5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
5753,Male,64,56+,Fujian,Ba Li Gou,Natural Scenery,4A,Xin Xiang Shi,Henan,80,2024/3/4,4.9,298.55,218.55,4.3,No,,,,,Chun Ji,No,Recommend,Satisfied
1084,Male,46,46-55,Hebei,Shou Xian Gu Cheng,Historical Culture,4A,Huai Nan Shi,Anhui,0,2024/2/16,4.9,471.79,471.79,4.2,Yes,3629,7,"Bai Shui Yang ,  Zi Que Jie Ti Tian ,  Xi Shuang Ban Na Re Dai Zhi Wu Yuan ,  Gui Gang Gui Ping Xi Shan ,  Qing Dao Pi Jiu Bo Wu Guan",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
3067,Male,47,46-55,Inner Mongolia,Ji Gong Shan,Natural Scenery,4A,Xin Yang Shi,Henan,60,2022/6/15,4.4,60,0,4.1,No,,,,,Summer,No,Recommend,Satisfied
9491,Female,32,26-35,Hunan,Lu Ya Shan,Natural Scenery,4A,Xin Zhou Shi,Shanxi,100,2023/12/29,7.7,569.07,469.07,3.9,Yes,7889,2,"Nan Shan Wen Hua Lv You Qu ,  Shang Hai Da Guan Yuan ,  Wei Fang Qing Zhou Gu Cheng ,  Yun Nan Min Zu Cun ,  Wan Nian Bing Dong ,  Wu Zhen",Kong Tiao Da Ba,Winter,No,Recommend,Satisfied
3398,Male,52,46-55,Shanxi,Long Ji Ti Tian,Natural Scenery,4A,Gui Lin Shi,Guangxi,80,2022/10/7,5.3,342.48,262.48,4.2,No,,,,,Autumn,Yes,Recommend,Satisfied
4043,Female,56,56+,Hunan,Jing Zhou Gu Cheng,Historical Culture,4A,Jing Zhou Shi,Hubei,35,2023/11/19,5,35,0,4,No,,,,,Autumn,Yes,Recommend,Satisfied
3326,Female,65,56+,Liaoning,Tai Xing Da Xia Gu,Natural Scenery,4A,An Yang Shi,Henan,140,2023/4/20,5.7,176.13,36.13,4.5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
9673,Male,55,46-55,Yunnan,Fang Chuan Feng Jing Qu,Natural Scenery,4A,Yan Bian Zhou,Jilin,70,2025/1/18,5.5,296,226,4.8,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
1711,Male,38,36-45,Guangxi,Ji Xi Xing Kai Hu,Natural Scenery,4A,Ji Xi Shi,Heilongjiang,45,2025/3/10,4.9,45,0,4.4,No,,,,,Chun Ji,No,Recommend,Satisfied
5366,Male,49,46-55,Zhejiang,Zhao Yang Feng Huang Shan,Natural Culture,4A,Zhao Yang Shi,Liaoning,60,2024/2/26,7.8,60.68,0.68,4.7,Yes,1803,2,"Su Zhou Yuan Lin ,  Yue Lu Shan ,  Shan Xi Li Shi Bo Wu Guan ,  Qing Ming Shang He Yuan",Kong Tiao Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
3275,Female,62,56+,Guangxi,Hua Qing Gong,Historical Culture,5A,Xi An Shi,Shaanxi,120,2025/2/16,1.1,515.68,395.68,4.7,Yes,1896,4,"Da Lian Sen Lin Dong Wu Yuan ,  Bei Jing Zhi Wu Yuan ,  Tai Yang Dao",Fei Ji + Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
2392,Male,44,36-45,Hebei,Wen Chang Dong Jiao Ye Lin,Natural Scenery,3A,Wen Chang Shi,Hainan,0,2024/6/23,6,3.07,3.07,4.2,No,,,,,Summer,Yes,Recommend,Satisfied
1956,Female,53,46-55,Shaanxi,Dong Fang Ming Zhu,Urban Landmark,5A,Shanghai,Shanghai,220,2022/9/5,3.5,391.76,171.76,4.9,Yes,5194,6,"Wei Hai Hua Xia Cheng ,  Zheng Ding Long Xing Si ,  Ji Xi Xing Kai Hu ,  Long Hu Shan ,  Sui Hua Jin Gui Shan Zhuang ,  Shang Hai Huan Le Gu",Kong Tiao Da Ba,Autumn,No,Highly Recommend,Very Satisfied
7175,Male,65,56+,Henan,Huang Di Ling,Historical Culture,5A,Yan An Shi,Shaanxi,75,2023/2/14,4.1,75,0,3.9,No,,,,,Winter,Yes,Recommend,Satisfied
7624,Male,33,26-35,Jilin,Jian Men Guan,Historical Culture,5A,Guang Yuan Shi,Sichuan,105,2024/1/2,3.3,510.55,405.55,5,Yes,4153,7,"Xiao Lang Di ,  Yan Di Ling ,  Qian Ling ,  Qi Yun Shan",Fei Ji + Da Ba,Winter,Yes,Highly Recommend,Very Satisfied
3868,Male,36,36-45,Sichuan,Chang Bai Shan,Natural Scenery,5A,Yan Bian Zhou,Jilin,125,2024/12/20,1.2,366.11,241.11,4.1,No,,,,,Winter,No,Recommend,Satisfied
6238,Female,38,36-45,Macau,Po Yang Hu,Natural Scenery,4A,Jiu Jiang Shi,Jiangxi,0,2025/3/8,1.2,0,0,4.7,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
7725,Male,52,46-55,Hebei,Bao Tu Quan,Natural Scenery,4A,Ji Nan Shi,Shandong,40,2022/5/7,7.6,40,0,4.2,Yes,7773,4,"Fang Chuan Feng Jing Qu ,  Zi Bo Zhou Cun Gu Shang Cheng ,  Wei Hai Hua Xia Cheng",Fei Ji + Da Ba,Chun Ji,Yes,Recommend,Satisfied
706,Male,20,18-25,Yunnan,Wu Qiao Za Ji Da Shi Jie,Theme Park,4A,Cang Zhou Shi,Hebei,120,2025/3/31,1.2,120,0,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
5679,Female,31,26-35,Beijing,Xiao Gan Shuang Feng Shan,Natural Scenery,4A,Xiao Gan Shi,Hubei,45,2024/1/21,2.7,93.89,48.89,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
6978,Female,42,36-45,Hebei,Sha Mian Dao,Historical Culture,4A,Guang Zhou Shi,Guangdong,0,2023/9/30,4.7,179.42,179.42,4.4,Yes,1528,1,"Bai Yun Shan ,  Bai Shi Shan ,  Zhan Jiang Hu Guang Yan ,  Wen Chang Dong Jiao Ye Lin",Fei Ji + Da Ba,Autumn,Yes,Recommend,Satisfied
5164,Male,21,18-25,Anhui,Tai Shan,Natural Culture,5A,Tai An Shi,Shandong,115,2024/4/16,6.2,497.08,382.08,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
8155,Male,34,26-35,Jiangsu,Liao Cheng Dong Chang Hu,Natural Scenery,4A,Liao Cheng Shi,Shandong,0,2022/10/14,5.2,163.1,163.1,4.7,Yes,4615,2,"Gu Hui Zhou Wen Hua Lv You Qu ,  An Qing Zhen Feng Ta ,  Yi Meng Shan ,  Shan Hai Guan",Kong Tiao Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
2639,Male,59,56+,Henan,Zhao Qing Xing Hu,Natural Scenery,5A,Zhao Qing Shi,Guangdong,78,2022/6/14,1.4,280.97,202.97,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
9850,Male,50,46-55,Tianjin,Shang Rao Ji Zhong Ying,Revolutionary Site,4A,Shang Rao Shi,Jiangxi,0,2023/10/23,6.5,265.72,265.72,4.3,No,,,,,Autumn,Yes,Recommend,Satisfied
7716,Female,59,56+,Beijing,Fang Te Huan Le Shi Jie,Theme Park,5A,Wu Hu Shi,Anhui,280,2024/4/4,5.8,449.31,169.31,4.6,Yes,4642,7,"Mei Li Xue Shan ,  Ming Huang Ling ,  Yan Dang Shan ,  Zhang Jia Kou Da Jing Men",Fei Ji + Da Ba,Chun Ji,No,Highly Recommend,Very Satisfied
8302,Male,19,18-25,Gansu,Qing Xi Ling,Historical Site,5A,Bao Ding Shi,Hebei,90,2024/8/31,7.9,90,0,3.9,No,,,,,Summer,Yes,Recommend,Satisfied
8715,Male,39,36-45,Hainan,Jin Si Xia,Natural Scenery,5A,Shang Luo Shi,Shaanxi,100,2024/6/22,2,100,0,4.6,Yes,2491,4,"Zi Que Jie Ti Tian ,  Tai Bai Shan ,  Ha Er Bin Bing Xue Da Shi Jie ,  Xian Tao Meng Li Shui Xiang ,  Hu Kou Pu Bu",Fei Ji + Da Ba,Summer,Yes,Highly Recommend,Very Satisfied
8860,Female,24,18-25,Hubei,Hang Zhou Xi Xi Shi Di,Natural Scenery,5A,Hang Zhou Shi,Zhejiang,80,2023/11/26,2.4,80,0,4.3,No,,,,,Autumn,Yes,Recommend,Satisfied
3640,Male,37,36-45,Hainan,Chang Chun Dian Ying Zhi Pian Chang,Gong Ye Lv You,4A,Chang Chun Shi,Jilin,90,2024/10/6,6.3,101.02,11.02,3.7,No,,,,,Autumn,Yes,Recommend,Satisfied
9602,Female,47,46-55,Tibet,Teng Wang Ge,Historical Architecture,5A,Nan Chang Shi,Jiangxi,50,2022/6/8,4,122.83,72.83,4.9,No,,,,,Summer,No,Highly Recommend,Very Satisfied
4769,Female,35,26-35,Guangxi,Qu Fu San Kong,Historical Culture,5A,Ji Ning Shi,Shandong,140,2025/4/27,6.9,140,0,4.7,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
9136,Male,19,18-25,Qinghai,Chao Hu,Natural Scenery,4A,He Fei Shi,Anhui,0,2024/7/23,4.3,0,0,4.2,No,,,,,Summer,No,Recommend,Satisfied
7098,Female,41,36-45,Guangdong,Da Jue Shan,Natural Scenery,5A,Fu Zhou Shi,Jiangxi,60,2023/2/14,7.6,522.29,462.29,4.7,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
7640,Male,34,26-35,Liaoning,Feng Huang Gu Cheng,Ancient Town,4A,Xiang Xi Zhou,Hunan,148,2022/7/3,5.5,391.88,243.88,4.3,No,,,,,Summer,Yes,Recommend,Satisfied
7095,Female,30,26-35,Yunnan,Bing Lang Gu,Min Su Wen Hua,5A,Bao Ting Xian,Hainan,96,2023/11/16,1.6,373.83,277.83,4.2,No,,,,,Autumn,No,Recommend,Satisfied
4891,Male,27,26-35,Chongqing,Qin Shi Huang Bing Ma Yong,Historical Site,5A,Xi An Shi,Shaanxi,120,2024/3/2,7.8,283.44,163.44,4.6,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
2884,Male,41,36-45,Tianjin,Tian Zi Fang,Wen Hua Yi Shu,3A,Shanghai,Shanghai,0,2024/7/27,4.7,386.39,386.39,3.5,No,,,,,Summer,Yes,Recommend,Satisfied
6104,Female,46,46-55,Shanghai,Xi Tang Gu Zhen,Ancient Town,5A,Jia Xing Shi,Zhejiang,95,2023/10/8,3.3,544.71,449.71,4.7,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
2642,Female,57,56+,Guizhou,Wu Gong Shan,Natural Scenery,5A,Ping Xiang Shi,Jiangxi,70,2022/10/2,5,101.69,31.69,4.9,Yes,2123,2,"Tong Tian Yan ,  Huang Cheng Xiang Fu ,  Mu Lan Wen Hua Sheng Tai Lv You Qu ,  Xiao Gan Shuang Feng Shan",Fei Ji + Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
3597,Female,54,46-55,Tibet,Bei Jing Dong Wu Yuan,Zoo,4A,Beijing,Beijing,15,2024/10/3,1.1,15,0,3.8,Yes,6037,1,"Wei Man Huang Gong Bo Wu Yuan ,  Shao Shan ,  Qing Dong Ling",Kong Tiao Da Ba,Autumn,Yes,Recommend,Satisfied
4281,Male,47,46-55,Gansu,Dong Lin Si,Religious Culture,4A,Jiu Jiang Shi,Jiangxi,0,2025/1/4,3.1,0,0,4.1,No,,,,,Winter,Yes,Recommend,Satisfied
5747,Male,38,36-45,Hunan,Chang Chun Dian Ying Zhi Pian Chang,Gong Ye Lv You,4A,Chang Chun Shi,Jilin,90,2024/3/13,1.7,283.33,193.33,4,No,,,,,Chun Ji,No,Recommend,Satisfied
691,Female,37,36-45,Inner Mongolia,Ning De Yuan Yang Xi,Natural Scenery,5A,Ning De Shi,Fujian,78,2024/1/8,7,78,0,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
9752,Female,28,26-35,Shandong,Jin Shan Ling Chang Cheng,Historical Culture,4A,Cheng De Shi,Hebei,65,2023/2/8,5.5,132.55,67.55,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
1899,Male,26,26-35,Liaoning,Xi Bai Po,Revolutionary Site,5A,Shi Jia Zhuang Shi,Hebei,0,2024/3/26,7.9,0,0,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
182,Male,25,18-25,Shaanxi,Huang He Lou,Historical Architecture,5A,Wu Han Shi,Hubei,70,2025/3/26,6.5,497.43,427.43,3.8,No,,,,,Chun Ji,No,Recommend,Satisfied
4088,Male,44,36-45,Jiangxi,Hai Luo Gou,Natural Scenery,5A,Gan Zi Zhou,Sichuan,90,2025/2/25,2.6,486.82,396.82,4.7,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
5657,Female,64,56+,Chongqing,Yue Yang Lou,Historical Architecture,5A,Yue Yang Shi,Hunan,70,2023/2/22,4.5,270.91,200.91,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
67,Male,62,56+,Ningxia,Ji Xi Xing Kai Hu,Natural Scenery,4A,Ji Xi Shi,Heilongjiang,45,2023/7/25,7.6,351.41,306.41,4.8,Yes,5183,4,"Nan Tong Lang Shan ,  Bai Se Qi Yi Ji Nian Guan ,  Chao Zhou Guang Ji Qiao ,  Shang Hai Ke Ji Guan",Kong Tiao Da Ba,Summer,No,Highly Recommend,Very Satisfied
5058,Female,23,18-25,Hong Kong,Xiang Hai Zi Ran Bao Hu Qu,Natural Scenery,4A,Bai Cheng Shi,Jilin,70,2022/9/16,7.9,386.91,316.91,4.3,No,,,,,Autumn,No,Recommend,Satisfied
1161,Male,70,56+,Tibet,Qian Fo Shan,Natural Culture,4A,Ji Nan Shi,Shandong,30,2022/9/30,4.5,30,0,4.2,No,,,,,Autumn,No,Recommend,Satisfied
2529,Male,38,36-45,Gansu,Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Ri Zhao Shi,Shandong,60,2022/8/6,3.3,278.48,218.48,4.4,No,,,,,Summer,Yes,Recommend,Satisfied
686,Male,41,36-45,Shaanxi,Lang Zhong Gu Cheng,Ancient Town,5A,Nan Chong Shi,Sichuan,120,2024/6/11,6.3,120,0,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
996,Male,65,56+,Taiwan,Shan Xi Li Shi Bo Wu Guan,Wen Bo Yuan Guan,4A,Xi An Shi,Shaanxi,0,2023/4/11,4.3,480.62,480.62,4.8,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
6950,Male,61,56+,Liaoning,Qiong Hai Bo Ao Ya Zhou Lun Tan,Theme Park,4A,Qiong Hai Shi,Hainan,128,2023/8/15,3.2,128,0,4.2,No,,,,,Summer,No,Recommend,Satisfied
1610,Female,46,46-55,Guangxi,Shi Jie Gong Yuan,Theme Park,4A,Beijing,Beijing,100,2022/10/22,3.7,361.65,261.65,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
798,Female,59,56+,Xinjiang,Shan Hai Guan,Historical Culture,5A,Qin Huang Dao Shi,Hebei,50,2025/1/31,6.2,50,0,4.5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
7921,Male,43,36-45,Hainan,Gui Lin Xiang Bi Shan,Natural Scenery,4A,Gui Lin Shi,Guangxi,55,2022/10/23,4.8,55,0,4.8,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
4209,Female,60,56+,Hong Kong,Liu Gong Dao,Revolutionary Site,5A,Wei Hai Shi,Shandong,130,2023/11/10,6.9,304.52,174.52,4.6,Yes,517,3,"Jing De Zhen Tao Ci Bo Wu Guan ,  Huang Long ,  Ping Yao Gu Cheng ,  Xu Zhou Yun Long Hu",Kong Tiao Da Ba,Autumn,No,Highly Recommend,Very Satisfied
3807,Male,22,18-25,Hainan,Wu Yi Shan,Natural Culture,5A,Nan Ping Shi,Fujian,140,2024/12/19,7.2,187.32,47.32,4,No,,,,,Winter,No,Recommend,Satisfied
2208,Female,39,36-45,Inner Mongolia,Tang Shan Nan Hu,Cheng Shi Gong Yuan,4A,Tang Shan Shi,Hebei,0,2022/6/14,6.3,0,0,4.2,No,,,,,Summer,No,Recommend,Satisfied
3935,Male,64,56+,Shandong,Luo Fu Shan,Natural Scenery,5A,Hui Zhou Shi,Guangdong,60,2024/5/19,6.6,510,450,5,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
2048,Female,37,36-45,Shanghai,Shan Hai Guan,Historical Culture,5A,Qin Huang Dao Shi,Hebei,50,2024/9/4,5.7,377.29,327.29,4.3,Yes,1499,1,"Lao Jun Shan ,  Da Qing Tie Ren Ji Nian Guan ,  Gu Lang Yu",Gao Tie + Da Ba,Autumn,No,Recommend,Satisfied
9167,Female,27,26-35,Liaoning,Cheng De Bi Shu Shan Zhuang,Historical Culture,5A,Cheng De Shi,Hebei,130,2022/9/20,4.3,322.97,192.97,4.2,No,,,,,Autumn,No,Recommend,Satisfied
7632,Female,51,46-55,Hebei,Shang Hai Ye Sheng Dong Wu Yuan,Zoo,5A,Shanghai,Shanghai,165,2023/11/18,2.9,306.86,141.86,4.2,No,,,,,Autumn,Yes,Recommend,Satisfied
